Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Novavax,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_5Plus,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_5Plus,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Novavax,Administered_Unk_Manuf,Admin_Per_100K,Admin_Per_100k_5Plus,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Novavax,Series_Complete_Unk_Manuf,Series_Complete_Janssen_5Plus,Series_Complete_Moderna_5Plus,Series_Complete_Pfizer_5Plus,Series_Complete_Unk_Manuf_5Plus,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Additional_Doses,Additional_Doses_Vax_Pct,Additional_Doses_5Plus,Additional_Doses_5Plus_Vax_Pct,Additional_Doses_12Plus,Additional_Doses_12Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,Second_Booster,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,Second_Booster_Janssen,Second_Booster_Moderna,Second_Booster_Pfizer,Second_Booster_Unk_Manuf,Administered_Bivalent,Admin_Bivalent_PFR,Admin_Bivalent_MOD,Dist_Bivalent_PFR,Dist_Bivalent_MOD,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
10/30/2021,43,TX,44779195,2217800,17258060,25303335,,0,154433,,185797,207349,1199160,34509513,,34501241,31719021,7280401,1283703,12940683,20282657,,2470,119015,,143152,146874,194964,33678095,17794025,61.4,,,17787696,73.8,16302347,75.5,3382783,90.6,15467426,53.3,,,15465258,64.2,14251879,66,3052802,81.8,1188996,5632967,8645191,,272,,,,,1188726,5632444,8643817,271,1187585,5629079,7434960,255,165907,1451788,1435010,97,1448444,9.4,,,,,1444871,10.1,1131525,16.8,763025,25,492683,949360,6342,59,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,43,NJ,15160695,746500,5817260,8596935,,0,170686,,199002,218340,1027470,12301100,,12300177,11415011,2915055,457700,4648632,7194364,,404,138492,,161454,164396,197559,12664320,6662856,75,,,6661980,87.4,6183402,89.1,1455538,98.6,5892769,66.3,,,5892550,77.3,5475978,78.9,1295003,87.8,461417,2144594,3286560,,198,,,,,461354,2144559,3286439,198,461130,2143991,2870674,183,86649,602503,605795,56,526010,8.9,,,,,525205,9.6,435468,15.4,305774,23.6,150518,371977,3512,3,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,PA,291825,0,0,0,,0,2280,0,0,0,0,84826,0,0,0,0,0,8113,76713,,0,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,AK,45250,0,0,0,,0,6186,0,0,0,0,11427,0,0,0,0,0,562,10864,,1,1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/16/2020,51,WI,49725,0,0,0,,0,854,0,0,0,0,192,0,0,0,0,0,0,192,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,IN,164450,0,0,0,,0,2443,0,0,0,0,33635,0,0,0,0,0,86,33549,,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,43,LA,6233640,274100,2645140,3314400,,0,134092,,158887,175045,841222,4866322,,4865939,4607624,1422446,165393,1985275,2713329,,2325,104679,,124026,129385,191957,4812678,2502587,53.8,,,2502287,63.8,2358828,66.2,652241,88,2215113,47.6,,,2214995,56.5,2099976,59,619088,83.5,157986,893186,1162989,,952,,,,,157962,893164,1162917,952,157823,892700,1048509,944,21474,293663,303753,198,229684,10.4,,,,,229345,10.9,195143,16.1,146542,23.7,51083,177913,677,11,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,WA,221150,0,0,0,,0,2904,0,0,0,0,42741,0,0,0,0,0,3152,39582,,7,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,WY,16725,0,0,0,,0,2890,0,0,0,0,2942,0,0,0,0,0,20,2920,,2,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,VA,259600,0,0,0,,0,3041,0,0,0,0,39925,0,0,0,0,0,4681,35243,,1,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,OH,359850,0,0,0,,0,3079,0,0,0,0,50609,0,0,0,0,0,23429,27180,,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,43,AL,7264740,336000,3238380,3690360,,0,148164,,173512,190432,854839,4866607,,4866138,4618450,1492514,143584,2119398,2603467,,158,99254,,116223,121064,175624,4958601,2672040,54.5,,,2671622,63.8,2530970,66.3,754026,88.7,2194074,44.7,,,2193986,52.4,2086801,54.7,652729,76.8,144776,934357,1114485,,456,,,,,144767,934346,1114417,456,144693,933917,1007736,455,34761,345344,272322,302,211878,9.7,,,,,211518,10.1,181289,14.5,137514,21.1,73481,137006,1383,8,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,43,SD,1348745,73700,559500,715545,,0,152459,,182732,202042,888086,1027480,,1027423,962524,310402,33159,399165,595029,,127,116144,,139198,144186,204385,1033578,548914,62,,,548857,74.4,512216,76.7,155367,99.9,465482,52.6,,,465467,63.1,437638,65.6,133834,88.1,33135,181114,251210,,23,,,,,33133,181112,251199,23,33110,181052,223453,23,4488,67139,62192,15,50015,10.7,,,,,49986,11.4,42576,17,32608,24.4,10730,39132,152,1,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,43,MP,87480,3000,21180,63300,,0,153792,,180089,197454,907657,72736,,72736,63916,6534,847,9837,62052,,0,127872,,149736,144267,67794,72817,36406,64,,,36406,74.9,31846,71.9,2959,30.7,34845,61.3,,,34845,71.7,30581,69,2901,30.1,850,4662,29333,,0,,,,,850,4662,29333,0,850,4661,25070,0,92,470,2339,0,2377,6.8,,,,,2375,7.8,1692,13.5,774,26.7,246,2131,0,0,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,MA,211350,0,0,0,,0,3066,0,0,0,0,54860,0,0,0,0,0,5856,48995,,9,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,MI,280875,0,0,0,,0,2812,0,0,0,0,38251,0,0,0,0,0,1553,36698,,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,43,NE,2833280,129200,1061160,1642920,,0,146468,,175174,194282,906771,2335904,,2335519,2177227,660417,81054,845059,1404797,,4994,120755,,144399,149295,211362,2343741,1179622,61,,,1179331,72.9,1095936,75.1,292662,93.7,1087752,56.2,,,1087658,67.2,1013324,69.5,277988,89,80680,390936,614802,,1334,,,,,80662,390912,614752,1332,80606,390779,540660,1279,6558,135050,135550,830,123182,11.3,,,,,123014,12.1,100575,18.7,78724,28.3,21345,101467,313,57,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,HI,38850,0,0,0,,0,2744,0,0,0,0,13934,0,0,0,0,0,2382,11552,,0,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,DE,31325,0,0,0,,0,3217,0,0,0,0,7287,0,0,0,0,0,459,6828,,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,VT,22125,0,0,0,,0,3546,0,0,0,0,8120,0,0,0,0,0,1533,6586,,1,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,UT,83225,0,0,0,,0,2596,0,0,0,0,16993,0,0,0,0,0,2061,14932,,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,ND,21975,0,0,0,,0,2884,0,0,0,0,12906,0,0,0,0,0,4835,8071,,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,CA,1069225,0,0,0,,0,2706,0,0,0,0,248743,0,0,0,0,0,11578,237165,,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,NM,59725,0,0,0,,0,2848,0,0,0,0,22770,0,0,0,0,0,1125,21645,,0,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,ME,44675,0,0,0,,0,3324,0,0,0,0,16356,0,0,0,0,0,5714,10641,,1,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,43,FL,35515415,1962700,13795720,19756995,,0,165359,,189962,205913,789699,28505389,,28496187,26944615,9517858,1244316,10521849,16634937,,104287,132721,,152418,156221,211633,28238601,14829957,69,,,14821730,79.3,13983174,81.1,4434412,98.6,12817639,59.7,,,12815847,68.5,12126169,70.3,3877552,86.2,1225306,4513204,7048257,,30872,,,,,1224504,4512486,7047989,30868,1223745,4511466,6360309,30649,201265,1868728,1789071,18488,1238239,9.7,,,,,1236651,10.2,1106237,15.5,883253,22.8,399017,832196,4926,2100,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,US,9584275,0,0,0,,0,2887,0,0,0,0,2252406,0,0,0,0,0,319743,1931913,,750,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,ID,47375,0,0,0,,0,2651,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,MO,152425,0,0,0,,0,2484,0,0,0,0,48988,0,0,0,0,0,6732,42256,,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,AR,88775,0,0,0,,0,2942,0,0,0,0,24871,0,0,0,0,0,729,24142,,0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,MT,33900,0,0,0,,0,3172,0,0,0,0,13127,0,0,0,0,0,3627,9494,,6,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,CO,172325,0,0,0,,0,2992,0,0,0,0,63392,0,0,0,0,0,13966,49426,,0,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/27/2020,53,GA,301725,0,0,0,,0,2842,0,0,0,0,24173,0,0,0,0,0,462,23708,,3,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/26/2020,52,GA,301725,0,0,0,,0,2842,0,0,0,0,24173,0,0,0,0,0,462,23708,,3,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/26/2020,52,DC,23400,0,0,0,,0,3316,0,0,0,0,9171,0,0,0,0,0,79,9092,,0,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/26/2020,52,ND,21975,0,0,0,,0,2884,0,0,0,0,12906,0,0,0,0,0,4835,8071,,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/26/2020,52,LTC,1467550,0,0,0,,0,0,0,0,0,0,52173,0,0,0,0,0,1,52172,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/26/2020,52,ME,44675,0,0,0,,0,3324,0,0,0,0,15246,0,0,0,0,0,5141,10104,,1,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/26/2020,52,UT,83225,0,0,0,,0,2596,0,0,0,0,16694,0,0,0,0,0,2061,14633,,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/26/2020,52,IA,82350,0,0,0,,0,2610,0,0,0,0,24751,0,0,0,0,0,11434,13317,,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/26/2020,52,US,9584275,0,0,0,,0,2887,0,0,0,0,2190414,0,0,0,0,0,296729,1892937,,748,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/26/2020,52,CO,172325,0,0,0,,0,2992,0,0,0,0,63328,0,0,0,0,0,13908,49420,,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,43,HI,2572790,107100,958220,1507470,,0,181711,,212433,230536,958394,1977336,,1972721,1851008,549500,52046,631518,1199746,,94026,139655,,162886,165860,204695,1998311,1114978,78.7,,,1111154,91.7,1037120,92.9,284644,99.9,846075,59.8,,,844555,69.7,795625,71.3,234688,87.4,52712,272368,502857,,18138,,,,,52676,272318,501434,18127,52547,271760,453197,18121,10088,96622,126562,1416,72532,8.6,,,,,72412,9.1,57476,13.2,42503,18.1,8844,63518,170,0,,,,,,,,,,,,,,,,,,,,,,
12/26/2020,52,KY,120725,0,0,0,,0,2702,0,0,0,0,22016,0,0,0,0,0,7601,14415,,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,43,NM,3259655,162700,1326400,1770555,,0,155456,,182365,201090,863242,2819865,,2819543,2620047,765670,97944,1139643,1576510,,5768,134482,,157743,161632,202770,2910207,1511520,72.1,,,1511216,84.5,1395861,86.1,379216,99.9,1301847,62.1,,,1301757,72.8,1204211,74.3,333432,88.3,97699,513329,689191,,1628,,,,,97687,513310,689132,1628,97560,512949,592096,1606,19777,154954,157837,864,160997,12.4,,,,,160775,13.4,127709,19.7,87409,26.2,30325,130366,281,25,,,,,,,,,,,,,,,,,,,,,,
12/26/2020,52,HI,38850,0,0,0,,0,2744,0,0,0,0,13664,0,0,0,0,0,2382,11282,,0,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,43,IL,19517695,992300,7309880,11215515,,0,154024,,180089,198070,955236,16098900,,16057756,14927618,3989014,563294,5754927,9761523,,19156,127045,,148164,151489,195231,16283374,8294625,65.5,,,8270397,76.3,7671821,77.9,1876307,91.8,7642317,60.3,,,7625641,70.4,7083628,71.9,1748688,85.6,562753,2663156,4410117,,6291,,,,,562692,2663040,4393619,6290,560218,2655518,3861735,6157,78114,781190,886428,2956,746577,9.8,,,,,745550,10.5,596405,16.3,439066,25.1,169692,574054,2519,312,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,43,PA,21157695,1246200,8564700,11346795,,0,165269,,190928,208094,884016,17593729,,17588295,16561886,5320262,678984,6801710,10111880,,1155,137430,,158717,162892,222292,17601619,9961778,77.8,,,9957983,89.9,9382541,92.3,2905200,99.9,7746462,60.5,,,7744783,69.9,7304679,71.8,2170337,90.7,679473,2902529,4163911,,549,,,,,679404,2902386,4162444,549,678983,2900026,3725161,509,89421,1017239,1063427,250,467947,6,,,,,467204,6.4,388424,9.2,287076,13.2,113453,352751,1728,15,,,,,,,,,,,,,,,,,,,,,,
12/26/2020,52,CT,116200,0,0,0,,0,3259,0,0,0,0,32310,0,0,0,0,0,8469,23841,,0,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,43,TN,9401140,434100,3651820,5315220,,0,137661,,161101,176742,822214,7457053,,7456151,7086642,2238174,216961,2811469,4394554,,34069,109194,,127771,133230,195748,7311026,3723870,54.5,,,3723112,63.8,3521860,66.2,997935,87.3,3254481,47.7,,,3254294,55.8,3093154,58.2,914596,80,207945,1200324,1837655,,8557,,,,,207899,1200304,1837536,8555,207682,1199827,1677164,8481,33462,452236,424228,4670,399343,12.3,,,,,398572,12.9,331918,18.7,249886,27.3,109339,287099,1803,1102,,,,,,,,,,,,,,,,,,,,,,
12/16/2020,51,GU,11700,0,0,0,,0,7058,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/26/2020,52,WA,221150,0,0,0,,0,2904,0,0,0,0,42229,0,0,0,0,0,3004,39218,,7,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/26/2020,52,MP,6250,0,0,0,,0,10988,0,0,0,0,741,0,0,0,0,0,0,741,,0,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
10/30/2021,43,DC,1318905,61600,507920,749385,,0,186880,,216301,228350,1510030,1068582,,1068484,1027179,206207,31724,389429,646973,,456,151411,,175232,177842,236089,973420,525432,74.5,,,525311,86.2,499446,86.5,85874,98.3,440542,62.4,,,440488,72.2,421923,73.1,75002,85.9,35498,158526,246229,,289,,,,,35495,158519,246188,286,35477,158458,227717,271,2563,40044,32343,52,30961,7,,,,,30910,7.3,21453,13,15347,20.5,7680,23182,96,3,,,,,,,,,,,,,,,,,,,,,,
12/26/2020,52,TX,659025,0,0,0,,0,2273,0,0,0,0,264819,0,0,0,0,0,44878,219941,,0,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/26/2020,52,MH,1200,0,0,0,,0,2054,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/16/2020,51,ME,5850,0,0,0,,0,435,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
12/26/2020,52,MD,184250,0,0,0,,0,3048,0,0,0,0,18928,0,0,0,0,0,1456,17469,,3,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
