"","X","hosp","week","year","Location","temp","inverse_temp","humid_smooth","odds_frequency","incident","time","t","humid_smooth_mult","pop_size_2023","hosp_per_100k","date","mean_indoor"
"453",453,808,24,2022,"GA",26.4594757476334,3.76301013542073,65.1845516641346,1.45100299618366,0.00408004074075681,2022.46153846154,24,0,11064432,7.30267943261796,2019-06-16,79.5462718112722
"454",454,952,25,2022,"GA",27.5137492043783,2.70873667867581,67.9851296032494,1.02867919563791,0.00295059580705694,2022.48076923077,25,0,11064432,8.60414705427265,2019-06-23,82.2246775295682
"455",455,1118,26,2022,"GA",26.1839235362537,4.03856234680044,71.3097149416646,0.730502354435884,0.00196578851343958,2022.5,26,0,11064432,10.1044500070135,2019-06-30,71.0337321093961
"456",456,1140,27,2022,"GA",26.2075530194706,4.01493286358358,74.937942159356,0.938498834136851,0.00180352683264717,2022.51923076923,27,0,11064432,10.3032853380996,2019-07-07,90.2176114355325
"457",457,1306,28,2022,"GA",25.2898013923051,4.93268449074907,81.2106378981912,1.51021962081613,0.00244642773649233,2022.53846153846,28,0,11064432,11.8035882908404,2019-07-14,83.876982689344
"458",458,1483,29,2022,"GA",25.796164878679,4.42632100437514,80.9415452427795,2.01552425895753,0.00347362310750942,2022.55769230769,29,0,11064432,13.4033089091243,2019-07-21,88.9745999300984
"459",459,1593,30,2022,"GA",26.4515876485544,3.77089823449972,80.1072620356825,2.77553573457946,0.00360452303380779,2022.57692307692,30,0,11064432,14.397485564555,2019-07-28,103.314159389299
"460",460,1538,31,2022,"GA",25.9251086632316,4.29737721982256,79.862754484707,3.47177721736537,0.00275555642320064,2022.59615384615,31,0,11064432,13.9003972368396,2019-08-04,101.620834659476
"461",461,1560,32,2022,"GA",25.4337458795264,4.78874000352778,80.4142649999554,4.48286500109805,0.0030042813464502,2022.61538461538,32,0,11064432,14.0992325679258,2019-08-11,118.692047682951
"462",462,1449,33,2022,"GA",24.5181852621612,5.70430062089292,81.56240010361,4.70218668243694,0.00571961880495387,2022.63461538462,33,0,11064432,13.0960179429003,2019-08-18,114.429117646527
"463",463,1350,34,2022,"GA",23.596647331707,6.62583855134717,82.0843964473665,4.93978578527049,0.0062699106470174,2022.65384615385,34,0,11064432,12.2012589530127,2019-08-25,108.247712552876
"464",464,1472,35,2022,"GA",25.1049836964807,5.11750218657345,82.1368917365442,4.73617883162889,0.0046817887563802,2022.67307692308,35,0,11064432,13.3038912435812,2019-09-01,107.316474977778
"465",465,1118,36,2022,"GA",24.0116326025382,6.21085328051594,79.1054659154391,4.54606793573031,0.00257738791592134,2022.69230769231,36,0,11064432,10.1044500070135,2019-09-08,115.096926052416
"466",466,874,37,2022,"GA",21.6728057769205,8.54968010613369,72.2104038214895,4.25813186875179,0.0034421107201888,2022.71153846154,37,0,11064432,7.89918542587636,2019-09-15,98.2668453779055
"467",467,664,38,2022,"GA",23.4986695927851,6.72381629026902,65.3094708746091,3.99861785243644,0.00567373604597748,2022.73076923077,38,0,11064432,6.00121181096327,2019-09-22,104.400756732274
"468",468,631,39,2022,"GA",19.3500472388452,10.872438644209,58.9069128456426,3.51059116293625,0.00583837772542986,2022.75,39,0,11064432,5.70295881433408,2019-09-29,115.848124272608
"469",469,520,40,2022,"GA",18.0445302964824,12.1779555865717,55.6907507287278,3.10938258160548,0.00683403058256101,2022.76923076923,40,0,11064432,4.69974418930859,2019-10-06,94.615511158213
"470",470,420,41,2022,"GA",18.0215827029675,12.2009031800866,53.7915533332218,2.73231812858368,0.00713779674064305,2022.78846153846,41,0,11064432,3.79594722982617,2019-10-13,105.300878354077
"471",471,432,42,2022,"GA",14.3238091221132,15.898676760941,58.7601109688652,2.41863460957727,0.00866599689286656,2022.80769230769,42,0,11064432,3.90440286496406,2019-10-20,101.35891204098
"472",472,443,43,2022,"GA",14.851496158695,15.3709897243591,63.6780935892029,1.86111834230878,0.00901745340384396,2022.82692307692,43,0,11064432,4.00382053050712,2019-10-27,97.8275032014157
"473",473,520,44,2022,"GA",15.9209894752519,14.3014964078022,66.1452762396539,1.45994643816746,0.00888911423559745,2022.84615384615,44,0,11064432,4.69974418930859,2019-11-03,103.870781484227
"474",474,520,45,2022,"GA",18.5221623402995,11.7003235427546,68.6343744626145,1.12722228121587,0.00721934935295368,2022.86538461538,45,0,11064432,4.69974418930859,2019-11-10,112.110782709204
"475",475,465,46,2022,"GA",9.73311714675181,20.4893687363023,69.6537340763195,0.873780918885775,0.00420859079496053,2022.88461538462,46,0,11064432,4.20265586159326,2019-11-17,110.919347367789
"476",476,432,47,2022,"GA",7.00720413893445,23.2152817441197,70.3538795295511,0.598591481523723,0.00167142184373616,2022.90384615385,47,0,11064432,3.90440286496406,2019-11-24,110.713253145128
"477",477,609,48,2022,"GA",12.1181363853926,18.1043494976616,74.3539100493331,0.393881589135823,0.00518378771424206,2022.92307692308,48,0,11064432,5.50412348324794,2019-12-01,116.821564024011
"478",478,808,49,2022,"GA",12.9568042287352,17.265681654319,76.0075236646143,0.448720721896955,0.00735998015984915,2022.94230769231,49,0,11064432,7.30267943261796,2019-12-08,128.025107939546
"479",479,918,50,2022,"GA",11.7356264264669,18.4868594565872,73.9341022857729,0.555533365283616,0.00736320370233797,2022.96153846154,50,0,11064432,8.29685608804862,2019-12-15,144.11533055725
"480",480,974,51,2022,"GA",4.97190618295501,25.2505797000991,75.6144070553872,0.633937746331972,0.00494298607767062,2022.98076923077,51,0,11064432,8.80298238535878,2019-12-22,122.15940703758
"481",481,1206,52,2022,"GA",-0.302865636812025,30.5253515198662,72.2566227215215,0.720665363919834,0.0036107291062629,2023,52,0,11064432,10.899791331358,2019-12-29,124.773477943404
"482",482,1527,53,2022,"GA",11.9947201010026,18.2277657820515,70.82024829458,0.738929978963281,0.00304171360385543,2023.01923076923,53,0,11064432,13.8009795712966,NA,100
"483",483,1472,2,2023,"GA",9.59939916084228,20.6230867222119,75.339170008698,0.757586506619438,0.00247269810144795,2023.03846153846,54,0,11064432,13.3038912435812,2019-01-13,115.847510731237
"484",484,1062,3,2023,"GA",9.01555354475343,21.2069323383007,75.2054376475351,0.65718325786408,0.00243705837467903,2023.05769230769,55,0,11064432,9.59832370970331,2019-01-20,120.000714382659
"485",485,918,4,2023,"GA",6.275476955867,23.9470089271871,73.9487497284315,0.567631320136104,0.00297014794794708,2023.07692307692,56,0,11064432,8.29685608804862,2019-01-27,114.385965789993
"486",486,863,5,2023,"GA",9.03716047182844,21.1853254112257,73.7926205808165,0.704737296450197,0.00196717433544412,2023.09615384615,57,0,11064432,7.79976776033329,2019-02-03,104.628459377685
"487",487,775,6,2023,"GA",10.1253067899348,20.0971790931193,73.5658757700252,1.05060556070329,0.00155022267146956,2023.11538461538,58,0,11064432,7.00442643598876,2019-02-10,112.003319075179
"488",488,686,7,2023,"GA",11.0268380743976,19.1956478086565,75.5286597830477,1.51802226808345,0.00140672984086907,2023.13461538462,59,0,11064432,6.20004714204941,2019-02-17,109.29534654258
"489",489,620,8,2023,"GA",14.44414794713,15.7783379359242,74.2356245744765,2.26143684884367,0.00121196159610061,2023.15384615385,60,0,11064432,5.60354114879101,2019-02-24,95.140635600745
"490",490,631,9,2023,"GA",17.0759347061349,13.1465511769193,71.9479165973424,3.02754452579557,0.0011317646792292,2023.17307692308,61,0,11064432,5.70295881433408,2019-03-03,83.6629135304728
"491",491,487,10,2023,"GA",14.3422244561843,15.8802614268698,69.0810115442992,4.26406787318959,0.0010556951018061,2023.19230769231,62,0,11064432,4.40149119267939,2019-03-10,86.1928138868485
"492",492,398,11,2023,"GA",8.69429794173402,21.5281879413201,67.0127500623435,4.41989372919552,0.00102276676591562,2023.21153846154,63,0,11064432,3.59711189874003,2019-03-17,82.4399817115318
"493",493,365,12,2023,"GA",9.45497543459207,20.7675104484621,66.0308813869172,4.58522645559573,0.00101514474489066,2023.23076923077,64,0,11064432,3.29885890211084,2019-03-24,84.0425546773327
"494",494,310,13,2023,"GA",16.3186998657862,13.903786017268,68.1988766173216,4.76820880117555,0.000966550595035817,2023.25,65,0,11064432,2.8017705743955,2019-03-31,82.0807545121153
"495",495,299,14,2023,"GA",18.2086971749754,12.0137887080788,69.5978654481044,4.96358693565793,0.000904580250180639,2023.26923076923,66,0,11064432,2.70235290885244,2019-04-07,87.9958755962875
"496",496,221,15,2023,"GA",12.6117642878925,17.6107215951617,67.5624754457708,4.19522758671516,0.000826612699142622,2023.28846153846,67,0,11064432,1.99739128045615,2019-04-14,90.5680606826424
"497",497,243,16,2023,"GA",17.3956875670069,12.8267983160472,67.1412452212241,3.60226360313894,0.000814441566754925,2023.30769230769,68,0,11064432,2.19622661154228,2019-04-21,72.3854553630544
"498",498,243,17,2023,"GA",15.1461147282977,15.0763711547565,66.46675282975,3.0017765302418,0.000921662012714857,2023.32692307692,69,0,11064432,2.19622661154228,2019-04-28,82.5952839517467
"499",499,232,18,2023,"GA",15.075452147037,15.1470337360171,69.3457803358705,2.53990256689744,0.00105470092515067,2023.34615384615,70,0,11064432,2.09680894599922,2019-05-05,94.6292778470507
"500",500,243,19,2023,"GA",20.4905368365358,9.73194904651833,73.5922192417425,2.09384299608199,0.00366804893489315,2023.36538461538,71,0,11064432,2.19622661154228,2019-05-12,77.647121505019
"501",501,243,20,2023,"GA",21.7405119208202,8.48197396223394,72.0005350308959,1.74761836290106,0.00336237819031601,2023.38461538462,72,0,11064432,2.19622661154228,2019-05-19,82.8997955872716
"502",502,188,21,2023,"GA",19.9116441102501,10.310841772804,70.4220292771711,1.43525628576016,0.00305670744574249,2023.40384615385,73,0,11064432,1.69913828382695,2019-05-26,78.58778622932
"503",503,188,22,2023,"GA",20.3008760444547,9.92160983859947,66.9504959312253,1.18666590203206,0.00275103670116896,2023.42307692308,74,0,11064432,1.69913828382695,2019-06-02,94.0410976386199
"504",504,122,23,2023,"GA",23.717122666589,6.50536321646519,66.7061416040155,0.88310895073868,0.00244536595659543,2023.44230769231,75,0,11064432,1.10263229056855,2019-06-09,76.7837391328794
"505",505,144,24,2023,"GA",22.2301745931324,7.9923112899217,69.3619498474492,0.65355888807013,0.00213969521201829,2023.46153846154,76,0,11064432,1.30146762165469,2019-06-16,79.5462718112722
"506",506,122,25,2023,"GA",22.4389717713115,7.78351411174269,71.8469483043673,0.534649138303133,0.00183402446744477,2023.48076923077,77,0,11064432,1.10263229056855,2019-06-23,82.2246775295682
"507",507,177,26,2023,"GA",25.40697728143,4.81550860162417,75.6839448288859,0.431694004925743,0.00152835372287124,2023.5,78,0,11064432,1.59972061828388,2019-06-30,71.0337321093961
"508",508,155,27,2023,"GA",26.6017656107309,3.62072027232329,73.922345200092,0.34333573243558,0.00122268297829772,2023.51923076923,79,0,11064432,1.40088528719775,2019-07-07,90.2176114355325
"509",509,133,28,2023,"GA",26.0579560334892,4.16452984956495,70.8866298432212,0.26524971759529,0.000917012233724191,2023.53846153846,80,0,11064432,1.20204995611162,2019-07-14,83.876982689344
"510",510,155,29,2023,"GA",27.361823949414,2.86066193364015,69.2863819725009,0.21850250479495,0.000611341489147051,2023.55769230769,81,0,11064432,1.40088528719775,2019-07-21,88.9745999300984
"511",511,210,30,2023,"GA",27.0149435174855,3.20754236556867,69.4380899350806,0.175086552691907,0.000305670744573526,2023.57692307692,82,0,11064432,1.89797361491308,2019-07-28,103.314159389299
"512",512,266,31,2023,"GA",27.0973233328898,3.12516255016436,70.8476244327803,0.166880782453148,0,2023.59615384615,83,0,11064432,2.40409991222324,2019-08-04,101.620834659476
"513",513,398,32,2023,"GA",25.882352370067,4.34013351298709,70.2165683308014,0.158788821226594,0,2023.61538461538,84,0,11064432,3.59711189874003,2019-08-11,118.692047682951
"514",514,409,33,2023,"GA",25.8844108060335,4.33807507702065,72.1025602364685,0.148767041279732,0,2023.63461538462,85,0,11064432,3.6965295642831,2019-08-18,114.429117646527
"515",515,509,34,2023,"GA",27.8599540687105,2.36253181434366,71.0753642867829,0.171124764401169,0,2023.65384615385,86,0,11064432,4.60032652376552,2019-08-25,108.247712552876
"516",516,697,35,2023,"GA",26.2824320527995,3.94005383025469,69.3871435593314,0.190684534014677,0,2023.67307692308,87,0,11064432,6.29946480759247,2019-09-01,107.316474977778
"517",517,564,36,2023,"GA",24.9509719536284,5.27151392942577,71.2122055421371,0.210908763887163,0.00184386774225219,2023.69230769231,88,0,11064432,5.09741485148085,2019-09-08,115.096926052416
"518",518,432,37,2023,"GA",23.6544341938396,6.56805168921454,70.6875555832994,0.223961352223512,0.00255011512728772,2023.71153846154,89,0,11064432,3.90440286496406,2019-09-15,98.2668453779055
"519",519,420,38,2023,"GA",20.7014541430344,9.52103174001977,69.3632996477935,0.237298398854195,0.0031505422590515,2023.73076923077,90,0,11064432,3.79594722982617,2019-09-22,104.400756732274
"520",520,365,39,2023,"GA",21.5026719376856,8.71981394536852,66.9700213663475,0.234716790896317,0.0034548174414086,2023.75,91,0,11064432,3.29885890211084,2019-09-29,115.848124272608
"521",521,299,40,2023,"GA",21.9128826132888,8.30960326976531,65.0475549195844,0.232145933494316,0.00946405993781058,2023.76923076923,92,0,11064432,2.70235290885244,2019-10-06,94.615511158213
"522",522,266,41,2023,"GA",17.1109193526606,13.1115665303936,64.4096554293406,0.207751082085721,0.00748516032029994,2023.78846153846,93,0,11064432,2.40409991222324,2019-10-13,105.300878354077
"523",523,288,42,2023,"GA",14.8363155105632,15.3861703724909,63.5164127541755,0.219641684979776,0.00484909904046949,2023.80769230769,94,0,11064432,2.60293524330937,2019-10-20,101.35891204098
"524",524,288,43,2023,"GA",17.2165619213527,13.0059239617014,63.0320093308056,0.246215265037947,0.00244393872016955,2023.82692307692,95,0,11064432,2.60293524330937,2019-10-27,97.8275032014157
"525",525,288,44,2023,"GA",13.9656849775502,16.256800905504,63.3911885551592,0.273972608460832,0.00115774198125044,2023.84615384615,96,0,11064432,2.60293524330937,2019-11-03,103.870781484227
"526",526,288,45,2023,"GA",16.2627939922346,13.9596918908196,65.1612759272015,0.295012197606228,0.000260316777016641,2023.86538461538,97,0,11064432,2.60293524330937,2019-11-10,112.110782709204
"527",527,299,46,2023,"GA",13.1256710862972,17.0968147967569,66.1858895751075,0.316758391661197,0.000549646695147852,2023.88461538462,98,0,11064432,2.70235290885244,2019-11-17,110.919347367789
"528",528,365,47,2023,"GA",13.0865116000616,17.1359742829925,70.6947466770107,0.363263434479096,0.000905044473358843,2023.90384615385,99,0,11064432,3.29885890211084,2019-11-24,110.713253145128
"529",529,299,48,2023,"GA",7.38220005086188,22.8402858321923,71.2502268502372,0.413173654712136,0.00118499205447666,2023.92307692308,100,0,11064432,2.70235290885244,2019-12-01,116.821564024011
"530",530,354,49,2023,"GA",10.8744767010926,19.3480091819615,70.2696477599231,0.375580332135609,0.00713993212390058,2023.94230769231,101,0,11064432,3.19944123656777,2019-12-08,128.025107939546
"531",531,432,50,2023,"GA",8.05386095646963,22.1686249265845,71.0676984629178,0.339935300255613,0.00628371412712168,2023.96153846154,102,0,11064432,3.90440286496406,2019-12-15,144.11533055725
"532",532,509,51,2023,"GA",5.99254289897643,24.2299429840777,70.8143797243861,0.459850055786207,0.00468828013933227,2023.98076923077,103,0,11064432,4.60032652376552,2019-12-22,122.15940703758
"533",533,686,52,2023,"GA",10.5264246342032,19.696061248851,70.9815271078331,0.766948990102178,0.00288807360964546,2024,104,0,11064432,6.20004714204941,2019-12-29,124.773477943404
"534",534,852,1,2024,"GA",4.49289875781084,25.7295871252433,70.2426334667715,1.67089113198191,0.00188188456042787,2024.01923076923,105,0,11064432,7.70035009479023,2019-01-06,116.426804835583
"535",535,974,53,2023,"GA",3.99600507160948,26.2264808114447,71.6910685589865,1.12685822765153,0.00188188456042787,2024.01923076923,106,0,11064432,8.80298238535878,NA,100
"536",536,775,2,2024,"GA",6.30527308571655,23.9172127973376,69.3478718513989,2.30832308513079,0.000830080287172495,2024.03846153846,107,0,11064432,7.00442643598876,2019-01-13,115.847510731237
"537",537,819,3,2024,"GA",1.15609458213717,29.066391300917,71.0254893737669,3.34538882402244,0.000500727224667318,2024.05769230769,108,0,11064432,7.40209709816103,2019-01-20,120.000714382659
"538",538,830,4,2024,"GA",9.18931911939237,21.0331667636618,70.3717052602909,3.53776824574119,0.000610646937494824,2024.07692307692,109,0,11064432,7.50151476370409,2019-01-27,114.385965789993
"539",539,675,5,2024,"GA",7.63541872892415,22.58706715413,72.2546856081396,3.74797081126515,0.000876660990237494,2024.09615384615,110,0,11064432,6.10062947650634,2019-02-03,104.628459377685
"540",540,730,6,2024,"GA",8.58734881347809,21.635137069576,71.5635299055389,2.98942223437584,0.000576489392074643,2024.11538461538,111,0,11064432,6.59771780422167,2019-02-10,112.003319075179
"541",541,620,7,2024,"GA",11.3298247975053,18.8926610855488,67.1929191564367,2.4398608244939,0.000574747467975761,2024.13461538462,112,0,11064432,5.60354114879101,2019-02-17,109.29534654258
"542",542,620,8,2024,"GA",8.73392620889887,21.4885596741553,70.4203328236459,2.24910329815469,0.000515626477873387,2024.15384615385,113,0,11064432,5.60354114879101,2019-02-24,95.140635600745
"543",543,542,9,2024,"GA",10.5491826385662,19.6733032444879,68.0802283092022,2.07839108109274,0.000433136662076214,2024.17307692308,114,0,11064432,4.89857952039472,2019-03-03,83.6629135304728
"544",544,432,10,2024,"GA",14.8208100639503,15.4016758191038,68.5144095710496,1.60982688205304,0.000478605965344338,2024.19230769231,115,0,11064432,3.90440286496406,2019-03-10,86.1928138868485
"545",545,321,11,2024,"GA",13.4982304068049,16.7242554762493,69.5340693078958,1.26506035807933,0.000411005033451489,2024.21153846154,116,0,11064432,2.90118823993857,2019-03-17,82.4399817115318
"546",546,266,12,2024,"GA",12.2599249666749,17.9625609163793,66.3216104098217,0.970185662976642,0.000367671077708167,2024.23076923077,117,0,11064432,2.40409991222324,2019-03-24,84.0425546773327
"547",547,199,13,2024,"GA",12.8631502027258,17.3593356803284,65.1355668878931,0.743243227095782,0.000342717923495997,2024.25,118,0,11064432,1.79855594937002,2019-03-31,82.0807545121153
"548",548,177,14,2024,"GA",14.7939126412107,15.4285732418434,65.9008372777741,0.600872018885981,0.000213840932200735,2024.26923076923,119,0,11064432,1.59972061828388,2019-04-07,87.9958755962875
"549",549,122,15,2024,"GA",15.338698302803,14.8837875802511,66.8761706004978,0.479999968242645,0.000209830543435034,2024.28846153846,120,0,11064432,1.10263229056855,2019-04-14,90.5680606826424
"550",550,111,16,2024,"GA",20.1034308243509,10.1190550587032,67.9547630653134,0.428761635284652,0.000205263746819817,2024.30769230769,121,0,11064432,1.00321462502549,2019-04-21,72.3854553630544
"551",551,111,17,2024,"GA",15.9265229373326,14.2959629457216,69.8532119556573,0.380952378992591,0.000195433203384783,2024.32692307692,122,0,11064432,1.00321462502549,2019-04-28,82.5952839517467
"552",552,89,18,2024,"GA",20.34548154317,9.87700433988413,72.1291597759543,0.260332343677433,0.000175631574159632,2024.34615384615,123,0,11064432,0.804379293939355,2019-05-05,94.6292778470507
"553",553,55,19,2024,"GA",22.059891354862,8.16259452819215,74.3946864072045,0.214285720747953,0.000361342346402014,2024.36538461538,124,0,11064432,0.497088327715331,2019-05-12,77.647121505019
"554",554,89,20,2024,"GA",19.6388874241977,10.5835984588564,75.1923399996266,0.185329690347821,0.000253884141699345,2024.38461538462,125,0,11064432,0.804379293939355,2019-05-19,82.8997955872716
"555",555,77,21,2024,"GA",22.2031894852595,8.01929639779462,74.345621757354,0.225000002738088,0.000141667962623738,2024.40384615385,126,0,11064432,0.695923658801464,2019-05-26,78.58778622932
"556",556,111,22,2024,"GA",22.6770589391983,7.54542694385586,71.0870991905089,0.27983396929279,4.31055492748976e-05,2024.42307692308,127,0,11064432,1.00321462502549,2019-06-02,94.0410976386199
"557",557,144,23,2024,"GA",23.2539712503389,6.96851463271526,65.0469847463241,0.423076926339308,0,2024.44230769231,128,0,11064432,1.30146762165469,2019-06-09,76.7837391328794
"558",558,122,24,2024,"GA",25.4819020378553,4.74058384519886,60.0896582694868,0.350434715633952,0,2024.46153846154,129,0,11064432,1.10263229056855,2019-06-16,79.5462718112722
"559",559,177,25,2024,"GA",26.9309735521529,3.2915123309012,60.7185064515304,0.284848496451961,0,2024.48076923077,130,0,11064432,1.59972061828388,2019-06-23,82.2246775295682
"560",560,210,26,2024,"GA",28.2832560556172,1.9392298274369,63.1055536434194,0.239521703864183,0,2024.5,131,0,11064432,1.89797361491308,2019-06-30,71.0337321093961
"561",561,243,27,2024,"GA",27.7452462370342,2.47723964601995,66.0725842157543,0.253495810757668,0,2024.51923076923,132,0,11064432,2.19622661154228,2019-07-07,90.2176114355325
"562",562,299,28,2024,"GA",26.4948529463731,3.72763293668105,73.9761715790385,0.25341598759622,0,2024.53846153846,133,0,11064432,2.70235290885244,2019-07-14,83.876982689344
"563",563,332,29,2024,"GA",26.7081865398037,3.51429934325045,78.6824728491037,0.253336174600472,0,2024.55769230769,134,0,11064432,3.00060590548164,2019-07-21,88.9745999300984
"564",564,432,30,2024,"GA",24.4901675581384,5.73231832491573,78.3994728137472,0.240451373349032,0,2024.57692307692,135,0,11064432,3.90440286496406,2019-07-28,103.314159389299
"565",565,575,31,2024,"GA",25.946556398893,4.27592948416111,77.3692897052592,0.246043526665523,0,2024.59615384615,136,0,11064432,5.19683251702392,2019-08-04,101.620834659476
"566",566,675,32,2024,"GA",27.0747398611087,3.14774602194541,72.5958226339196,0.274272242420166,0.000565960675108034,2024.61538461538,137,0,11064432,6.10062947650634,2019-08-11,118.692047682951
"567",567,653,33,2024,"GA",26.7253539371358,3.49713194591833,65.3167244936103,0.303809630702056,0.000889169789202822,2024.63461538462,138,0,11064432,5.90179414542021,2019-08-18,114.429117646527
"568",568,609,34,2024,"GA",24.4642639316537,5.7582219514004,62.5659679518003,0.384486595014404,0.00122491537767779,2024.65384615385,139,0,11064432,5.50412348324794,2019-08-25,108.247712552876
"569",569,520,35,2024,"GA",26.5635892807545,3.65889660229967,62.7724200750707,0.475806350169494,0.00151976631801136,2024.67307692308,140,0,11064432,4.69974418930859,2019-09-01,107.316474977778
"570",570,420,36,2024,"GA",24.3935832350589,5.82890264799527,65.4348513033712,0.543718249697054,0.00464148074280304,2024.69230769231,141,0,11064432,3.79594722982617,2019-09-08,115.096926052416
"571",571,321,37,2024,"GA",21.8812849005859,8.34120098246821,68.8856937173574,0.618181813797676,0.00486010117836683,2024.71153846154,142,0,11064432,2.90118823993857,2019-09-15,98.2668453779055
"572",572,177,38,2024,"GA",22.7711709533412,7.45131492971296,72.0767796600458,0.796453476862875,0.0048159158288281,2024.73076923077,143,0,11064432,1.59972061828388,2019-09-22,104.400756732274
"573",573,2037,1,2022,"MI",-4.97538940588378,32.544061163256,75.2934409673377,0.652454822164436,0.0137402666334502,2022.01923076923,1,0,10083356,20.201607480684,2019-01-06,121.599086521602
"574",574,3489,2,2022,"MI",-6.88407648335784,34.45274824073,73.6117140512193,1.03592215030997,0.0167397970807867,2022.03846153846,2,0,10083356,34.6015751105088,2019-01-13,114.231370404972
"575",575,3166,3,2022,"MI",-5.84526248892518,33.4139342462974,71.2876241962434,0.878102770090359,0.0164893513627804,2022.05769230769,3,0,10083356,31.3982765261883,2019-01-20,127.399206067823
"576",576,2561,4,2022,"MI",-10.103789499072,37.6724612564443,72.1257593688532,1.2117269189816,0.0138113408538453,2022.07692307692,4,0,10083356,25.3982900137613,2019-01-27,119.615613002243
"577",577,2077,5,2022,"MI",-6.50106627768576,34.069738035058,72.7265144052377,1.56450086807015,0.011694320819378,2022.09615384615,5,0,10083356,20.5983008038197,2019-02-03,131.050586429466
"578",578,1583,6,2022,"MI",-6.02851702891881,33.597188786291,73.4688162838308,2.05116681030869,0.013522812576818,2022.11538461538,6,0,10083356,15.6991382630942,2019-02-10,126.129616145952
"579",579,1422,7,2022,"MI",-4.78724047726022,32.3559122346324,71.7260847828703,2.26008664369783,0.0132644991079028,2022.13461538462,7,0,10083356,14.1024476374731,2019-02-17,124.610554009769
"580",580,877,8,2022,"MI",-2.85531775488628,30.4239895122585,68.0223033787635,2.49971985079291,0.0127904505867557,2022.15384615385,8,0,10083356,8.69750110974957,2019-02-24,129.222756807617
"581",581,867,9,2022,"MI",-2.29436439889093,29.8630361562631,65.1725234440777,2.42515923355571,0.0100472501417187,2022.17307692308,9,0,10083356,8.59832777896565,2019-03-03,135.596658761384
"582",582,524,10,2022,"MI",1.52165547975548,26.0470162776167,66.094461864907,2.35370933227521,0.00728487618606344,2022.19230769231,10,0,10083356,5.19668253307728,2019-03-10,127.11122532705
"583",583,272,11,2022,"MI",1.31788878930479,26.2507829680674,66.2674858744005,1.74216981015659,0.00529294677949153,2022.21153846154,11,0,10083356,2.69751459732256,2019-03-17,125.036137261022
"584",584,333,12,2022,"MI",6.5515555187808,21.0171162385914,68.602734017769,1.31925935059916,0.00320944733082913,2022.23076923077,12,0,10083356,3.30247191510446,2019-03-24,113.256689454049
"585",585,323,13,2022,"MI",1.4294918316424,26.1391799257298,69.7395651503788,0.859624797789052,0.00544620263332961,2022.25,13,0,10083356,3.20329858432054,2019-03-31,105.051639611815
"586",586,202,14,2022,"MI",4.13514258180534,23.4335291755669,66.7230906931768,1.5770507042829,0.00801406462954066,2022.26923076923,14,0,10083356,2.00330128183514,2019-04-07,113.123964292502
"587",587,323,15,2022,"MI",8.2090849853746,19.3595867719976,65.5489213917397,2.26827821987591,0.00980080441472064,2022.28846153846,15,0,10083356,3.20329858432054,2019-04-14,111.33861928366
"588",588,313,16,2022,"MI",4.33551934446869,23.2331524129035,64.7925170121731,3.46622925141509,0.00934424345756842,2022.30769230769,16,0,10083356,3.10412525353662,2019-04-21,73.0368331748242
"589",589,393,17,2022,"MI",9.94477301280382,17.6238987445684,62.5573868669055,2.80547657667119,0.00844510498290449,2022.32692307692,17,0,10083356,3.89751189980796,2019-04-28,86.8855282728085
"590",590,514,18,2022,"MI",9.96248451339976,17.6061872439724,62.6813254026955,2.3150362234721,0.00778963538197665,2022.34615384615,18,0,10083356,5.09750920229336,2019-05-05,93.1069671318515
"591",591,615,19,2022,"MI",15.594502131944,11.9741696254282,63.7681554155001,1.63626922032285,0.00746785098135977,2022.36538461538,19,0,10083356,6.09915984321093,2019-05-12,84.6469120211074
"592",592,918,20,2022,"MI",17.4136970694272,10.154974687945,66.0145232903106,1.18822196895965,0.00741085937393594,2022.38461538462,20,0,10083356,9.10411176596363,2019-05-19,70.1994349523386
"593",593,736,21,2022,"MI",16.6290403949986,10.9396313623736,64.9428170597203,1.01286938473121,0.00702798420155616,2022.40384615385,21,0,10083356,7.29915714569633,2019-05-26,77.9865853620809
"594",594,776,22,2022,"MI",20.6236566477931,6.94501510957912,67.5566211868594,1.34824450093483,0.00617400265017585,2022.42307692308,22,0,10083356,7.695850468832,2019-06-02,65.665396874168
"595",595,918,23,2022,"MI",17.2967926720861,10.2718790852862,64.6041244618465,1.35423522193366,0.00444051894362683,2022.44230769231,23,0,10083356,9.10411176596363,2019-06-09,80.6202541403742
"596",596,645,24,2022,"MI",21.9214971037209,5.64717465365128,59.5671478139608,1.36025658755212,0.00308647240065707,2022.46153846154,24,0,10083356,6.39667983556268,2019-06-16,78.0557251427204
"597",597,676,25,2022,"MI",22.43451745849,5.13415429888226,57.7301039195601,1.01817968298314,0.00375645436565629,2022.48076923077,25,0,10083356,6.70411716099283,2019-06-23,75.2729810039869
"598",598,655,26,2022,"MI",22.47559248879,5.09307926858226,56.2803782870686,0.762706899615832,0.00352002514506743,2022.5,26,0,10083356,6.4958531663466,2019-06-30,73.2780256780517
"599",599,585,27,2022,"MI",23.5850720510582,3.98359970631397,57.918668768795,0.996343752474647,0.00342557907638421,2022.51923076923,27,0,10083356,5.80163985085918,2019-07-07,73.5855113737812
